timestamp_sec	ENU_x_m	ENU_y_m	theta_heading_rad
0.0	-0.36345116637989794	-0.46428821853018676	-0.017996854279205516
0.1	-0.2634722310562972	-0.4664456995826008	-0.016410398729836222
0.2	-0.07706908345855529	-0.37817629466905556	0.009616302208675861
0.30000000000000004	0.022925479383984194	-0.3769234097435418	0.0221709055214087
0.4	0.18600195715308687	-0.3109805356697991	0.012829703327614754
0.5	0.2859974310880394	-0.3099705910580502	0.014731059403069808
0.6000000000000001	0.3809029542439613	-0.31146957352926785	0.02324650420161768
0.7000000000000001	0.4808559606841631	-0.3081777356507528	0.04824056201854891
0.8	0.5527230489343444	-0.3304308771884613	0.04348507331089031
0.9	0.6525533294965133	-0.32429542424329927	0.08336882254016603
1.0	0.8979295226527277	-0.16834874944268127	0.11616042248883715
1.1	0.9974094252920785	-0.1582646531836052	0.095607505410747
1.2000000000000002	1.2867009261265536	0.0411858691122845	0.13307893535899404
1.3	1.3860536298613206	0.052527098699158975	0.10483718004537687
1.4000000000000001	1.5116211072454366	0.08443673276141693	0.086931825972459
1.5	1.6113785839715487	0.09169123410466616	0.06796942039926045
1.6	1.623929277646769	0.013095444900972877	0.14491314965640256
1.7000000000000002	1.7230286725672836	0.026353336550443335	0.13035714177688618
1.8	1.8894444690878045	0.10283861992898854	0.12233692730887681
1.9000000000000001	1.9888207002015679	0.11405111491448376	0.11130851540030756
2.0	2.0800556273528943	0.11418808729906757	0.10548819804725862
2.1	2.179346320370126	0.12612342605227078	0.1381480073835691
2.2	2.407396840201487	0.2696249762183144	0.18262312533236735
2.3000000000000003	2.5059431610367313	0.28653444996886596	0.1667011853268011
2.4000000000000004	2.637811487953739	0.33250401310697497	0.16375640390782148
2.5	2.7367367174042587	0.3472225775377952	0.14174822853826397
2.6	2.5602829302241443	0.08348200163436381	0.16409606721013184
2.7	2.6590466781612996	0.09915312634255949	0.1589599765614348
2.8000000000000003	2.705468018215817	0.06061255268239913	0.157566520267653
2.9000000000000004	2.8042425717737323	0.07622035491398804	0.16308519574012767
3.0	3.026663124269687	0.21588115110477962	0.15856578495385948
3.1	3.125269805173726	0.23253464036840454	0.1814415986504131
3.2	3.307003008572071	0.3339479314493477	0.17241630476703226
3.3000000000000003	3.405707384984568	0.35003241633177257	0.15977958481927734
3.4000000000000004	3.22277104637476	0.08783260696018846	0.20418970517547647
3.5	3.3209513187615163	0.10678360575124511	0.18678748317971683
3.6	3.536977956918465	0.24766359076611788	0.21757837163076307
3.7	3.6349998672383763	0.2674571960380526	0.19146320159554334
3.8000000000000003	3.935615371907992	0.49492342547477364	0.23769346169567246
3.9000000000000004	4.03277758275268	0.5185836971113787	0.24686550830700985
4.0	3.9395342232099657	0.3522147558625892	0.23402969258895703
4.1000000000000005	4.036738891768374	0.37569336622329963	0.24645548495020542
4.2	4.163695646886918	0.43036907728366924	0.2313651329832953
4.3	4.260828769621829	0.45414527093362145	0.2541512546356715
4.4	4.320773806622991	0.4435712743223745	0.25030930363030746
4.5	4.417566458224871	0.4686986859544434	0.2640298309216021
4.6000000000000005	4.3162191751751156	0.29835488118468667	0.2713931091558985
4.7	4.412516623824274	0.32531691841676935	0.28134810655186204
4.800000000000001	4.490468899449116	0.336479280801828	0.283576525158795
4.9	4.586318436180333	0.36500001496497153	0.30083209448624265
5.0	4.786983049053897	0.49990282149953436	0.2822209405738728
5.1000000000000005	4.882989864126666	0.5278780521735525	0.29165605107085846
5.2	4.786819120572031	0.36790394245624936	0.3294030583651694
5.300000000000001	4.881290882417048	0.40071430448403167	0.3452669131222634
5.4	5.355854099918552	0.8136125192731833	0.31180768827956906
5.5	5.4512937752699555	0.8434985296197379	0.3037663551307992
5.6000000000000005	5.461337701582616	0.7896997159209548	0.31854399150284624
5.7	5.556353401437869	0.8208758757412844	0.32288899612010846
5.800000000000001	5.646342857890727	0.8497929673810766	0.3270566402586478
5.9	5.74097679367309	0.8821123876642241	0.33780874667066163
6.0	5.860709828581267	0.944140734866816	0.3570882272198298
6.1000000000000005	5.954371403706844	0.9791785320976839	0.3657408171518638
6.2	5.976802300180834	0.9457511627663022	0.3749877277808308
6.300000000000001	6.068817855460567	0.9850444119437515	0.4338178909659283
6.4	6.30491680410471	1.1694051340225808	0.40835297261948433
6.5	6.3973251347265245	1.2076608721563227	0.38672019348548303
6.6000000000000005	6.440290773461854	1.1941927086189812	0.38814195488470493
6.7	6.532953054126066	1.2317943121381683	0.3903947932647491
6.800000000000001	6.772803348287851	1.4173948198955895	0.3958284357001123
6.9	6.864746251279597	1.456733166448708	0.41818950487536577
7.0	6.905350344571942	1.4453616001467364	0.4129245331907193
7.1000000000000005	6.996974884546409	1.4854232302199075	0.4186476433082227
7.2	6.989924600480354	1.4285523390923804	0.4405880981645345
7.300000000000001	7.080534871482695	1.4708530622697606	0.44073426119246556
7.4	7.1420413756092715	1.483010124465229	0.42934800651506017
7.5	7.233502303646445	1.5234728605523777	0.4131845790435384
7.6000000000000005	7.338412753704683	1.5824072664844153	0.4802158442618332
7.7	7.427709464548681	1.6273836788643503	0.4625884223819888
7.800000000000001	7.384578048332561	1.5396031874000988	0.47955259962361024
7.9	7.473923394579438	1.5845233567112798	0.4618280390105576
8.0	7.694895194111038	1.762653226991688	0.4974747576030024
8.1	7.783246632586575	1.8094837265895303	0.4862876749963106
8.200000000000001	7.967204456808396	1.9517856582789235	0.5056820341124092
8.3	8.0557331971257	1.9983138921408925	0.47330639469856073
8.4	8.392355906849408	2.294057830251132	0.5159344563911649
8.5	8.479497536429573	2.3431065148989076	0.5170686712573157
8.6	8.745126746169987	2.5689342957326127	0.5062727768699525
8.700000000000001	8.833205597043836	2.6163082335700407	0.4901620982395459
8.8	8.74535465182444	2.487315404699128	0.49509906111820456
8.9	8.833241802511976	2.535021551828729	0.506148346593856
9.0	8.82714534207496	2.4950810641300825	0.5659264358144037
9.1	8.912919047343047	2.546456790233458	0.5254327855198944
9.200000000000001	8.966353638949451	2.566549876326685	0.5629370363834864
9.3	9.051979855721056	2.6182070288943105	0.5336040398566172
9.4	8.898636292565397	2.4322546106050877	0.5703902084321986
9.5	8.983970955563105	2.4843965642674672	0.5378073015826497
9.600000000000001	9.01885391401766	2.4890408018753982	0.5886297303968226
9.700000000000001	9.103235614917267	2.54269566684657	0.5553944378725997
9.8	9.368671821392143	2.7787011124546526	0.577899992895838
9.9	9.45116947603493	2.835285314546206	0.6271179458480977
